Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 5 - Temple 2	Halls of Pain F15	150	4	4			14	120	120	120	120	120	120	2500	4735	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	149	151	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	vulture6	slinger10																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 15	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F16	151	4	4			15	120	120	120	120	120	120	2500	4863	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	150	152	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	foulcrow9	sk_archer12																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 16	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F17	152	4	4			16	120	120	120	120	120	120	2640	3071	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	151	153	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	blunderbore8	succubuswitch9																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 17	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F18	153	4	4			17	120	120	120	120	120	120	2640	3199	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	152	154	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	snowyeti5	clawviper11																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 18	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F19	154	4	4			18	120	120	120	120	120	120	2640	3327	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	153	155	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	snowyeti5	clawviper11																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 19	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F20	155	4	4			19	120	120	120	120	120	120	2640	3455	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	154	156	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	fallen9	SpawnofDuriel	sandraider11																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 20	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F21	156	4	4			20	120	120	120	120	120	120	2640	3583	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	155	157	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	vampire12	vampire13																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 21	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F22	157	4	4			21	120	120	120	120	120	120	2640	3711	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	156	158	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	vampire12	vampire13																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 22	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F23	158	4	4			22	120	120	120	120	120	120	2640	3839	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	157	159	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	mummy7	fetishblow9																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 23	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F24	159	4	4			23	120	120	120	120	120	120	2640	3967	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	158	160	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	mummy7	fetishblow9																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 24	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F25	160	4	4			24	120	120	120	120	120	120	2640	4095	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	159	161	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	fingermage6	flyingscimitar2																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 25	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F26	161	4	4			25	120	120	120	120	120	120	2640	4223	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	160	162	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	fingermage6	flyingscimitar2																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 26	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F27	162	4	4			26	120	120	120	120	120	120	2640	4351	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	161	163	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	baboon9	pantherwoman7																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 27	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F28	163	4	4			27	120	120	120	120	120	120	2640	4479	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	162	164	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	pantherwoman7	baboon9																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 28	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F29	164	4	4			28	120	120	120	120	120	120	2640	4607	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	163	165	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	goatman10	megademon8																								reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 29	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F30	165	4	4			29	120	120	120	120	120	120	2640	4735	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	164	166	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	goatman10	megademon8	fallen9																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 30	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F31	166	4	4			30	120	120	120	120	120	120	2640	4863	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	165	167	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	cr_lancer11	cr_lancer12	cr_lancer13																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 31	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F32	167	4	4			31	120	120	120	120	120	120	2768	3071	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	166	168	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	cr_archer11	cr_archer12	cr_archer13																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 32	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F33	168	4	4			32	120	120	120	120	120	120	2768	3199	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	167	169	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	skmage_fire9	skmage_pois9	skmage_ltng9																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 33	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F34	169	4	4			33	120	120	120	120	120	120	2768	3327	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	168	170	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	batdemon9	bighead12	flyingscimitar3																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 34	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F35	170	4	4			34	120	120	120	120	120	120	2768	3455	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	169	171	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	bladebornbloodlord4	bladebornbloodlord5	bladebornbloodlord6																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 35	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F36	171	4	4			35	120	120	120	120	120	120	2768	3583	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	170	172	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	dkmag5	dkmag6	dkmag7																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 36	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F37	172	4	4			36	120	120	120	120	120	120	2768	3711	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	171	173	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	enemyass2	enemyass3	enemyass4																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 37	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F38	173	4	4			37	120	120	120	120	120	120	2768	3839	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	172	174	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	sandraider12	sandraider13	sandraider14																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 38	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F39	174	4	4			38	120	120	120	120	120	120	2768	3967	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	173	175	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	98	572	800	1400	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	deathmauler8	deathmauler9	deathmauler10																							reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 39	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F40	175	4	4			39	120	120	120	120	120	120	2768	4095	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	174	176	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	5	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofdiablo	goatman10	megademon8	fallen9	cr_archer9	cr_lancer10	zealot5	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 40	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F41	176	4	4			40	120	120	120	120	120	120	2768	4223	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	175	177	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofdiablo	cr_lancer11	cr_lancer12	cr_lancer13	dkmag4	skmage_ltng8	baboon8	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 41	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F42	177	4	4			41	120	120	120	120	120	120	2768	4351	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	176	178	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofmephisto	cr_archer11	cr_archer12	cr_archer13	cr_archer10	succubus3	vampire11	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 42	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F43	178	4	4			42	120	120	120	120	120	120	2768	4479	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	177	179	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofdiablo	skmage_fire9	skmage_pois9	skmage_ltng9	skmage_cold7	imp9	bloodlord5	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 43	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F44	179	4	4			43	120	120	120	120	120	120	2768	4607	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	178	180	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofmephisto	batdemon9	bighead12	flyingscimitar3	enemyass1	deathmauler7	mummy6	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 44	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F45	180	4	4			44	120	120	120	120	120	120	2768	4735	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	179	181	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofdiablo	bladebornbloodlord4	bladebornbloodlord5	bladebornbloodlord6	bloodlord8	bloodlord9	bloodlord10	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 45	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F46	181	4	4			45	120	120	120	120	120	120	2768	4863	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	180	182	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofmephisto	dkmag5	dkmag6	dkmag7	thornhulk6	blunderbore7	cantor7	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 46	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
Act 5 - Temple 2	Halls of Pain F47	182	4	4			46	120	120	120	120	120	120	2896	3071	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	181	183	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	34	59	84	34	64	99	572	800	1680	33	40	2	3	30	50	0	0	4	snowyeti4	succubus3	reanimatedhorde3	bloodlord5	doomknight1	corruptrogue6	imp5	wraith5	wraith4	cr_archer5																1	spawnofdiablo	enemyass2	enemyass3	enemyass4	bladebornbloodlord	bladebornbloodlord2	bladebornbloodlord3	vampire12	vampire13	mummy7	fetishblow9	fingermage6	flyingscimitar2	baboon9	pantherwoman7	goatman10	megademon8	cr_lancer11	bladebornbloodlord4	enemyass2	dkmag5	skmage_pois9	skmage_ltng9	wraith10	foulcrow9	reanimatedhorde3	deathmauler2	baaltaunt																																			0	44	35	Halls Of Pain Floor 47	diggingdeeper	intohallofpain	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0
