Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Act 2 (N) Super Cx	19	46	-4	1010	1	1024	1024	9	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																							0
Act 3 (N) Super Ax	19	48	-4	1010	1	1024	1024	9	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																							0
Act 3 (N) Super Bx	19	50	-4	1010	1	983	1024	9	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																							0
Act 3 (N) Super Cx	19	51	-4	1010	1	983	1024	9	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																							0
Act 4 (N) Super Ax	19	54	-4	1010	1	1024	1024	9	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																							0
Act 4 (N) Super Bx	19	57	-4	1010	1	983	1024	9	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																							0
Act 4 (N) Super Cx	19	60	-4	1010	1	983	1024	9	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																							0
Act 5 (N) Super Ax	19	62	-4	1010	1	983	1024	9	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																							0
Act 5 (N) Super Bx	19	63	-4	1010	1	1024	1024	9	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																							0
Act 5 (N) Super Cx	19	66	-4	1010	1	983	1024	9	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																							0
Act 1 (H) Super Ax	19	67	-4	1010	1	983	1024	9	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																							0
Act 1 (H) Super Bx	19	67	-4						Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																							0
Act 1 (H) Super Cx	19	68	-4						Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																							0
Act 2 (H) Super Ax	19	68	-4	1010	1	1024	1024	10	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																							0
Act 2 (H) Super Bx	19	69	-4	1010	1	1024	1024	10	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																							0
Act 2 (H) Super Cx	19	72	-4	1010	1	1024	1024	10	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																							0
Act 3 (H) Super Ax	19	73	-4	999	1	972	1024	10	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																							0
Act 3 (H) Super Bx	19	75	-4	999	1	972	1024	10	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																							0
Act 3 (H) Super Cx	19	78	-4	999	1	972	1024	10	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																							0
Act 4 (H) Super Ax	19	81	-4	999	1	972	1024	10	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																							0
Act 4 (H) Super Bx	19	84	-4	999	1	972	1024	10	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																							0
Act 4 (H) Super Cx	19	87	-4	999	1	972	1024	10	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																							0
Act 5 (H) Super Ax	19	90	-4	999	1	972	1024	10	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																							0
Act 5 (H) Super Bx	19	93	-4	999	1	972	1024	10	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																							0
Act 5 (H) Super Cx	19	96	-4	999	1	972	1024	10	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																							0
Cow King			5	999	1	972	1024	10	Act 1 Uitem C	1	Act 1 Melee B	2																							0
Cow King Desecrated A	33	31	5	999	1	972	1024	10	Act 4 Uitem B	1	Act 4 Melee B	2																							0
Cow King Desecrated B	33	40	5	999	1	972	1024	10	Act 1 (N) Uitem A	1	Act 1 (N) Melee A	2																							0
Cow King Desecrated C	33	48	5	999	1	972	1024	10	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																							0
Cow King (N)			5	999	1	972	1024	10	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Cow King (N) Desecrated A	33	67	5	999	1	972	1024	10	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Cow King (N) Desecrated C	33	73	5						Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																							0
Cow King (H)			5						Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Cow King Item (H) Desecrated A			5						Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																							0
Cow King Item (H) Desecrated B			5						Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2																							0
Cow King Item (H) Desecrated C			5						Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2																							0
Cow King Item (H) Desecrated D			5						Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2																							0
Cow King (H) Desecrated A	33	86	-2	949	1	800	1024	9	Sunder Charms	1	Cow King Item (H) Desecrated A	1																							0
Cow King (H) Desecrated B	33	90	-2	949	1	800	1024	9	Sunder Charms	1	Cow King Item (H) Desecrated B	1																							0
Cow King (H) Desecrated C	33	93	-2	949	1	800	1024	9	Sunder Charms	1	Cow King Item (H) Desecrated C	1																							0
Cow King (H) Desecrated D	33	96	-2	949	1	800	1024	9	Sunder Charms	1	Cow King Item (H) Desecrated D	1																							0
Duriel			5	949	1	800	1024	9	tsc	1	Duriel - Base	2																							0
Duriel Desecrated A	34	22	5	949	1	800	1024	9	tsc	1	Duriel - Base Desecrated A	2																							0
Duriel Desecrated B	34	36	5	949	1	800	1024	9	tsc	1	Duriel - Base Desecrated B	2																							0
Duriel Desecrated C	34	48	5	949	1	800	1024	9	tsc	1	Duriel - Base Desecrated C	2																							0
Duriel (N)			5	949	1	800	1024	9	tsc	1	Duriel (N) - Base	2																							0
Duriel (N) Desecrated A	34	55	5	949	1	800	1024	9	tsc	1	Duriel (N) - Base Desecrated A	2																							0
Duriel (N) Desecrated B	34	63	5	949	1	800	1024	9	tsc	1	Duriel (N) - Base Desecrated B	2																							0
Duriel (N) Desecrated C	34	73	5	949	1	800	1024	9	tsc	1	Duriel (N) - Base Desecrated C	2																							0
Duriel (H)			-4	949	1	800	1024	0	kob	1	kom	3																							0
Duriel (H) Desecrated Five			5	949	1	800	1024	9	tsc	1	Duriel (H) - Base Desecrated A	2																							0
Duriel (H) Desecrated Town Portal			5						tsc	1	Duriel (H) - Base Desecrated B	2																							0
Duriel (H) Desecrated Scrolls			5						tsc	1	Duriel (H) - Base Desecrated C	2																							0
Duriel (H) Desecrated Incoming			5						tsc	1	Duriel (H) - Base Desecrated D	2																							0
Duriel (H) Desecrated A	34	88	-2						Sunder Charms	1	Duriel (H) Desecrated Five	1																							0
Duriel (H) Desecrated B	34	90	-2						Sunder Charms	1	Duriel (H) Desecrated Town Portal	1																							0
Duriel (H) Desecrated C	34	93	-2						Sunder Charms	1	Duriel (H) Desecrated Scrolls	1																							0
Duriel (H) Desecrated D	34	96	-2						Sunder Charms	1	Duriel (H) Desecrated Incoming	1																							0
Durielq			5						tsc	1	Durielq - Base	2																							0
Durielq (N)			5						tsc	1	Durielq (N) - Base	2																							0
Durielq (H)			5						tsc	1	Durielq (H) - Base	2																							0
ROP			1						Diablo	1																									0
ROP (N)			1						Diablo (N)	4	Annihilus	1																							0
ROP (H)			1						Annihilus	1																									0
Countess Rune			3					2	Runes 4	15																									0
Countess Rune (N)			3					2	Runes 8	15																									0
Countess Rune (H)			3					2	Runes 12	15																									0
Countess Item			5					10	"gld,mul=1280"	5	Act 1 Equip C	19	Act 2 Junk	4	Act 2 Good	4																			0
Countess Item Desecrated A			5					10	"gld,mul=1280"	5	Act 2 Equip A	19	Act 3 Junk	4	Act 3 Good	4																			0
Countess Item Desecrated B			5	819	0	0		50	"gld,mul=1280"	5	Act 5 Equip A	19	Act 1 (N) Junk	4	Act 1 (N) Good	4																			0
Countess Item Desecrated C			5	819	0	0		50	"gld,mul=1280"	5	Act 3 (N) Equip A	19	Act 4 (N) Junk	4	Act 4 (N) Good	4																			0
Countess Item (N)			5	819	0	0		50	"gld,mul=1536"	5	Act 1 (N) Equip C	19	Act 2 (N) Junk	4	Act 2 (N) Good	4																			0
Countess Item (N) Desecrated A			5					50	"gld,mul=1536"	5	Act 2 (N) Equip B	19	Act 3 (N) Junk	4	Act 3 (N) Good	4																			0
Countess Item (N) Desecrated B			5					50	"gld,mul=1536"	5	Act 4 (N) Equip B	19	Act 5 (N) Junk	4	Act 5 (N) Good	4																			0
Countess Item (N) Desecrated C			5					50	"gld,mul=1536"	5	Act 3 (H) Equip A	19	Act 4 (H) Junk	4	Act 4 (H) Good	4																			0
Countess Item (H)			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 1 (H) Equip C	19	Act 2 (H) Junk	4	Act 2 (H) Good	4	pk1	1																	0
Countess Item (H) Desecrated A			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 4 (H) Equip A	19	Act 4 (H) Junk	4	Act 4 (H) Good	4	pk1	1																	0
Countess Item (H) Desecrated B			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 4 (H) Equip B	19	Act 4 (H) Junk	4	Act 4 (H) Good	4	pk1	1																	0
Countess Item (H) Desecrated C			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 4 (H) Equip C	19	Act 4 (H) Junk	4	Act 4 (H) Good	4	pk1	1																	0
Countess Item (H) Desecrated D			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 5 (H) Equip A	19	Act 5 (H) Junk	4	Act 5 (H) Good	4	pk1	1																	0
Countess Item (H) Desecrated E			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 5 (H) Equip B	19	Act 5 (H) Junk	4	Act 5 (H) Good	4	pk1	1																	0
Countess Item (H) Desecrated F			5	979	1	900	1024	9	"gld,mul=2048"	5	Act 5 (H) Equip C	19	Act 5 (H) Junk	4	Act 5 (H) Good	4	pk1	1																	0
Countess			-2	979	1	900	1024	9	Countess Item	2	Countess Rune	2																							0
Countess Desecrated A	35	11	-2	979	1	900	1024	9	Countess Item Desecrated A	1	Countess Rune	1																							0
Countess Desecrated B	35	34	-2	979	1	900	1024	9	Countess Item Desecrated B	1	Countess Rune	1																							0
Countess Desecrated C	35	48	-2	979	1	900	1024	9	Countess Item Desecrated C	1	Countess Rune	1																							0
Countess (N)			-2	979	1	900	1024		Countess Item (N)	1	Countess Rune (N)	1																							0
Countess (N) Desecrated A	35	45	-2						Countess Item (N) Desecrated A	1	Countess Rune (N)	1																							0
Countess (N) Desecrated B	35	59	-2						Countess Item (N) Desecrated B	1	Countess Rune (N)	1																							0
Countess (N) Desecrated C	35	73	-2						Countess Item (N) Desecrated C	1	Countess Rune (N)	1																							0
Countess (H)			-2	999	1	900	1024	9	Countess Item (H)	1	Countess Rune (H)	1																							0
Countess (H) Desecrated A	35	82	-3	999	1	900	1024	9	Sunder Charms	1	Countess Item (H) Desecrated A	1	Countess Rune (H)	1																					0
Countess (H) Desecrated B	35	84	-3	999	1	900	1024	9	Sunder Charms	1	Countess Item (H) Desecrated B	1	Countess Rune (H)	1																					0
Countess (H) Desecrated C	35	87	-3	999	1	900	1024	9	Sunder Charms	1	Countess Item (H) Desecrated C	1	Countess Rune (H)	1																					0
Countess (H) Desecrated D	35	90	-3	999	1	900	1024	9	Sunder Charms	1	Countess Item (H) Desecrated D	1	Countess Rune (H)	1																					0
Countess (H) Desecrated E	35	93	-3	999	1	900	1024	9	Sunder Charms	1	Countess Item (H) Desecrated E	1	Countess Rune (H)	1																					0
Countess (H) Desecrated F	35	96	-3						Sunder Charms	1	Countess Item (H) Desecrated F	1	Countess Rune (H)	1																					0
Uber Andariel			1	1010	1	1024	1024	7	dhn	1																									0
Uber Duriel			1	1010	1	983	1024	7	bey	1																									0
Uber Izual			1	1010	1	1024	1024	7	mbr	1																									0
Pandemonium Key A			1	1010	1	983	1024	7	pk1	1																									0
Pandemonium Key B			1	1010	1	1024	1024	7	pk2	1																									0
Pandemonium Key C			1	1010	1	983	1024	7	pk3	1																									0
Act 1 (H) Champ A Desecrated	36	63	-2						Sunder Charms	1	Act 1 (H) Champ A	1																							0
Act 1 (H) Champ B Desecrated	36	66	-2	1010	1	1024	1024	10	Sunder Charms	1	Act 1 (H) Champ B	1																							0
Act 1 (H) Champ C Desecrated	36	68	-2	1010	1	1024	1024	10	Sunder Charms	1	Act 1 (H) Champ C	1																							0
Act 2 (H) Champ A Desecrated	36	69	-2	1010	1	1024	1024	10	Sunder Charms	1	Act 2 (H) Champ A	1																							0
Act 2 (H) Champ B Desecrated	36	71	-2	979	1	972	1024	10	Sunder Charms	1	Act 2 (H) Champ B	1																							0
Act 2 (H) Champ C Desecrated	36	72	-2	979	1	972	1024	10	Sunder Charms	1	Act 2 (H) Champ C	1																							0
Act 3 (H) Champ A Desecrated	36	74	-2	979	1	972	1024	10	Sunder Charms	1	Act 3 (H) Champ A	1																							0
Act 3 (H) Champ B Desecrated	36	75	-2	979	1	972	1024	10	Sunder Charms	1	Act 3 (H) Champ B	1																							0
Act 3 (H) Champ C Desecrated	36	77	-2	979	1	972	1024	10	Sunder Charms	1	Act 3 (H) Champ C	1																							0
Act 4 (H) Champ A Desecrated	36	78	-2	979	1	972	1024	10	Sunder Charms	1	Act 4 (H) Champ A	1																							0
Act 4 (H) Champ B Desecrated	36	80	-2	979	1	972	1024	10	Sunder Charms	1	Act 4 (H) Champ B	1																							0
Act 5 (H) Champ A Desecrated	36	81	-2	979	1	972	1024	10	Sunder Charms	1	Act 5 (H) Champ A	1																							0
Act 5 (H) Champ B Desecrated	36	83	-2	979	1	972	1024	10	Sunder Charms	1	Act 5 (H) Champ B	1																							0
Act 5 (H) Champ C Desecrated	36	85	-2	979	1	972	1024	10	Sunder Charms	1	Act 5 (H) Champ C	1																							0
Act 1 (H) Unique A Desecrated	37	63	-2	979	1	972	1024	10	Sunder Charms	1	Act 1 (H) Unique A	1																							0
Act 1 (H) Unique B Desecrated	37	66	-2	979	1	972	1024	10	Sunder Charms	1	Act 1 (H) Unique B	1																							0
Act 1 (H) Unique C Desecrated	37	68	-2	979	1	972	1024	10	Sunder Charms	1	Act 1 (H) Unique C	1																							0
Act 2 (H) Unique A Desecrated	37	69	-2						Sunder Charms	1	Act 2 (H) Unique A	1																							0
Act 2 (H) Unique B Desecrated	37	71	-2						Sunder Charms	1	Act 2 (H) Unique B	1																							0
Act 2 (H) Unique C Desecrated	37	72	-2						Sunder Charms	1	Act 2 (H) Unique C	1																							0
Act 3 (H) Unique A Desecrated	37	74	-2						Sunder Charms	1	Act 3 (H) Unique A	1																							0
Act 3 (H) Unique B Desecrated	37	75	-2						Sunder Charms	1	Act 3 (H) Unique B	1																							0
Act 3 (H) Unique C Desecrated	37	77	-2						Sunder Charms	1	Act 3 (H) Unique C	1																							0
Act 4 (H) Unique A Desecrated	37	78	-2						Sunder Charms	1	Act 4 (H) Unique A	1																							0
Act 4 (H) Unique B Desecrated	37	80	-2						Sunder Charms	1	Act 4 (H) Unique B	1																							0
Act 5 (H) Unique A Desecrated	37	81	-2						Sunder Charms	1	Act 5 (H) Unique A	1																							0
Act 5 (H) Unique B Desecrated	37	83	-2						Sunder Charms	1	Act 5 (H) Unique B	1																							0
Act 5 (H) Unique C Desecrated	37	85	-2						Sunder Charms	1	Act 5 (H) Unique C	1																							0
Act 1 (H) Super A Desecrated	38	67	-2						Sunder Charms	1	Act 1 (H) Super A	1																							0
Act 1 (H) Super B Desecrated	38	67	-2						Sunder Charms	1	Act 1 (H) Super B	1																							0
Act 1 (H) Super C Desecrated	38	68	-2						Sunder Charms	1	Act 1 (H) Super C	1																							0
Act 2 (H) Super A Desecrated	38	68	-2						Sunder Charms	1	Act 2 (H) Super A	1																							0
Act 2 (H) Super B Desecrated	38	69	-2						Sunder Charms	1	Act 2 (H) Super B	1																							0
Act 2 (H) Super C Desecrated	38	72	-2						Sunder Charms	1	Act 2 (H) Super C	1																							0
Act 3 (H) Super A Desecrated	38	73	-2						Sunder Charms	1	Act 3 (H) Super A	1																							0
Act 3 (H) Super B Desecrated	38	75	-2						Sunder Charms	1	Act 3 (H) Super B	1																							0
Act 3 (H) Super C Desecrated	38	78	-2						Sunder Charms	1	Act 3 (H) Super C	1																							0
Act 4 (H) Super A Desecrated	38	81	-2						Sunder Charms	1	Act 4 (H) Super A	1																							0
Act 4 (H) Super B Desecrated	38	84	-2						Sunder Charms	1	Act 4 (H) Super B	1																							0
Act 4 (H) Super C Desecrated	38	87	-2	979	1	972	1024	11	Sunder Charms	1	Act 4 (H) Super C	1																							0
Act 5 (H) Super A Desecrated	38	90	-2	979	1	972	1024	11	Sunder Charms	1	Act 5 (H) Super A	1																							0
Act 5 (H) Super B Desecrated	38	93	-2	979	1	972	1024	11	Sunder Charms	1	Act 5 (H) Super B	1																							0
Act 5 (H) Super C Desecrated	38	96	-2	979	1	972	1024	11	Sunder Charms	1	Act 5 (H) Super C	1																							0
Act 1 (H) Super Ax Desecrated	39	67	-2	979	1	972	1024	11	Sunder Charms	1	Act 1 (H) Super Ax	1																							0
Act 1 (H) Super Bx Desecrated	39	67	-2	979	1	972	1024	11	Sunder Charms	1	Act 1 (H) Super Bx	1																							0
Act 1 (H) Super Cx Desecrated	39	68	-2	979	1	972	1024	11	Sunder Charms	1	Act 1 (H) Super Cx	1																							0
Act 2 (H) Super Ax Desecrated	39	68	-2	979	1	972	1024	11	Sunder Charms	1	Act 2 (H) Super Ax	1																							0
Act 2 (H) Super Bx Desecrated	39	69	-2	979	1	972	1024	11	Sunder Charms	1	Act 2 (H) Super Bx	1																							0
Act 2 (H) Super Cx Desecrated	39	72	-2	979	1	972	1024	11	Sunder Charms	1	Act 2 (H) Super Cx	1																							0
Act 3 (H) Super Ax Desecrated	39	73	-2	979	1	972	1024	11	Sunder Charms	1	Act 3 (H) Super Ax	1																							0
Act 3 (H) Super Bx Desecrated	39	75	-2	979	1	972	1024	11	Sunder Charms	1	Act 3 (H) Super Bx	1																							0
Act 3 (H) Super Cx Desecrated	39	78	-2	979	1	972	1024	11	Sunder Charms	1	Act 3 (H) Super Cx	1																			9qr				0
Act 4 (H) Super Ax Desecrated	39	81	-2						Sunder Charms	1	Act 4 (H) Super Ax	1																			7ar				0
Act 4 (H) Super Bx Desecrated	39	84	-2						Sunder Charms	1	Act 4 (H) Super Bx	1																			7wb				0
Act 4 (H) Super Cx Desecrated	39	87	-2						Sunder Charms	1	Act 4 (H) Super Cx	1																			7xf				0
Act 5 (H) Super Ax Desecrated	39	90	-2						Sunder Charms	1	Act 5 (H) Super Ax	1																			7cs				0
Act 5 (H) Super Bx Desecrated	39	93	-2	979	1	972	1024		Sunder Charms	1	Act 5 (H) Super Bx	1																			7lw				0
HELL ORBS		84	1	300		300		40	obf	1	obe	3	obd	4	obc	5	obb	8	oba	9	ob8	11	ob7	13	ob6	13	Lesser Orbs	7			7tw				0
HELL KNIVES		84	1	300		300		40	7bl	1	7kr	4	7di	6	7dg	7	9bl	9	9kr	11	Lesser Orbs	7									7qr				0
HELL STAVES		84	1	300		300		40	6ws	1	6bs	2	6cs	4	6ls	6	6ss	10	8ws	8	8bs	12	8cs	14	8ls	16	Lesser Orbs	7							0
HELL BOWS		84	1	300		300		40	amc	1	amb	2	6lw	4	6sw	6	6l7	8	6cb	10	6lw	12	6s7	14	6hb	16	Lesser Orbs	7							0
HELL SPEARS		84	1	300		300		40	uw1	1	amf	2	ame	4	amd	6	ama	8	am9	10	am8	12	am5	14	am4	16	Lesser Orbs	7							0
HELL CROSSBOWS		84	1	300		300		40	6hx	1	6mx	2	6lx	4	8rx	6	8hx	8	8mx	10	8lx	12	rxb	14	hxb	16	Lesser Orbs	7							0
HELL AXES		84	1	300		300		40	7gi	1	7ga	2	7bt	4	7ba	6	7la	8	7wa	10	7mp	12	72a	14	7ax	16	Lesser Orbs	7							0
CARTOGRAPHER		84	1	300		300			hhm	5	Lesser Orbs	1																							0
HELL HAMMERS		84	1	300		300		40	glh	1	7gm	2	7m7	4	7wh	8	9gm	10	9m9	12	9wh	14	Act 5 (H) Junk	25											0
HELL MACES		84	1	300		300		40	7fl	1	7mt	1	7ma	1	7sp	1	7ws	1	7qs	1	7sc	1	7cl	9	9fl	11	Lesser Orbs	7							0
HELL WANDS		84	1	300		300		40	7gw	1	7bw	3	7yw	5	7wn	7	9gw	8	9bw	9	9yw	10	9wn	11	Lesser Orbs	7									0
SPAWN OF DURIEL		84	1	300		300		100	High Orbs	1	Lesser Orbs	2																							0
1 HANDED HELL SWORD		84	1	300		300		40	7wd	1	7ls	3	7bs	5	7cr	7	7fc	8	7sb	9	7sm	11	7ss	13	Lesser Orbs	7									0
2 HANDED HELL SWORD		84	1	300		300		40	7gd	1	7fb	3	7b7	5	7gs	7	7cm	8	72h	9	9gd	11	9fb	13	Lesser Orbs	7									0
POLEARMS		84	1	300		300		40	7wc	1	7h7	3	7pa	5	7s8	7	7vo	8	7o7	9	9wc	11	9h9	13	Lesser Orbs	7									0
CLAWS		84	1	300		300		40	7qr	1	7tw	3	7lw	5	7cs	7	7xf	8	7wb	9	7ar	11	9qr	13	Lesser Orbs	7									0
Runes 6 nodrop		84	1					65	Runes 6	1																									0
Runes 7 nodrop		84	1					65	Runes 7	1																									0
Runes 8 nodrop		84	1					65	Runes 8	1																									0
Runes 9 nodrop		84	1					65	Runes 9	1																									0
Runes 10 nodrop		84	1					65	Runes 10	1																									0
Runes 11 nodrop		84	1					65	Runes 11	1																									0
Runes 12 nodrop		84	1					65	Runes 12	1																									0
Runes 13 nodrop		84	1					65	Runes 13	1																									0
Runes 14 nodrop		84	1					65	Runes 14	1																									0
Runes 15 nodrop		84	1					65	Runes 15	1																									0
Runes 16 nodrop		84	1					65	Runes 16	1																									0
Runes 17 nodrop		84	1					65	Runes 17	1																		ztb							0
ARMORS		84	1	300		300		40																											0
HELMETS		84	1	300		300		40	usk	1	urn	1	uhm	3	uhl	3	ulm	4	ukp	4	uap	4													0
GLOVES		84	1	300		300		40	uhg	1	utg	3	umg	1	uvg	1	ulg	4	xhg	4	xtg	4													0
SHOES		84	1	300		300		40	uhb	1	utb	1	umb	1	ulb	4	xhb	6	xtb	6	xmb	6	xvb	6	xlb	6									0
SHIELDS		84	1	300		300		40	uts	1	uow	1	uit	1	urg	4	uml	1	uuc	6	xpk	6													0
BELTS		84	1	300		300		40	uhc	1	utc	1	umc	1	uvc	1	ulc	4	zhb	4	ztb	4	zmb	4											0
HF Misc1		84	1					80	jwo	1	rgo	1	High Orbs	5	Lesser Orbs	5																			0
HF Misc2		84	1					80	uoa	5	val	1	High Orbs	5	Lesser Orbs	5																			0
HF Misc3		84	1					80	cha	1	kop	1	High Orbs	5	Lesser Orbs	5																			0
HF Misc4		84	1					80	kom	1	kob	1	High Orbs	5	Lesser Orbs	5																			0
HF Misc5		84	1					80	gop	1	foa	1	High Orbs	5	Lesser Orbs	5																			0
HF Misc6		84	1					80	aou	1	mao	1	sau	1	fau	1	mas	1	High Orbs	5															0
HF Misc7		84	1					80	gr1	1	foa	1	hoa	1	High Orbs	5																			0
HF Misc8		84	1					150	lvs	1	ss1	1	opa	1	jde	1	ins	1	High Orbs	10															0
HF Misc9		84	1					85	cm1	2	cm3	2	cm2	2	High Orbs	6																			0
HF Misc10		84	1					80	cup	2	kob	2	High Orbs	5	dvo	2																			0
Endgame 1		84	1					150	Runes 17	3	High Orbs	10	cup	4	kob	4	jew	1																	0
UBER KEYS DROPS		90	1																												7cs				0
UBER KEYS			-4	979	1	800	1024		dhn	1	bey	1	mbr	1	cup	1															7cs				0
