index	*ID	*order	*copied	*legendary	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Messerschmidt's Blade	257	257	1	1	100	1		1	1	98	98	7di	fanged knife		5	5000	blac	blac		invgaxu				prop-Torment		9	10	prop-foncd		1	1	prop-dmgtofragment		170	180	bothdr		200	225	ac		400	450	oskill	Dodge	9	9	oskill	Avoid	9	9	oskill	Evade	9	9	heal-kill		400	500	nec		6	6	oskill	Fan Of Knives	3	3	pierce-immunity-damage		25	30		0
Herculean Might	258	258	1	1	100	1		20	1	91	91	7mt	Devil Star		5	5000	lred	lred		invmstu				prop-dmgtoearth		80	90	str		60	70	prop-Torment		1	2	oskill	Arcane Warrior	3	3	bar		4	4	oskill	Enchant	3	3	oskill	Lightning Speed	3	3	pierce-immunity-damage		12	15	att		500	600	hp		250	300	prop-rockstr		1	1	dmg%		300	400		0
Schaefer's Hammer	259	259			100	1		1	1	91	91	7wh	Legendary Mallet		5	5000	lblu	lblu						oskill	Frostflower	3	3	pal		3	4	extra-cold		50	65	bothdr		175	200	cold-max		2000	2000	dex		40	50	str		40	50	dmg%		300	400	att		700	800	heal-kill		200	250	dmg-max		20	40	pierce-immunity-cold		30	30		0
Obsidian World Crush	260	260	1	1	100	1		20	1	91	91	7gm	Thunder Maul		5	5000	blac	blac						prop-Torment		1	2	att-skill	Stone Fury	12	60	prop-dmgtoearth		90	100	dru		5	5	hp%		5	5	swing2		50	60	res-mag		20	20	ac		375	750	prop-skillsynSFandSE		5	5	dmg-max		70	70	att		1500	1600	dmg%		300	400		0
Save The Queen	261	261	1	1	100	1		20	1	91	91	7gd	Colossus Blade		5	5000	lblu			invcrsu				cast2		50	60	light		70	70	gethit-skill	Stock Break	28	40	pierce-immunity-magic		30	32	prop-dmgtoholy		80	80	ac		300	600	bothdr		188	188	prop-Torment		1	2	prop-CHZproj		1	1	pal		5	5	hp		350	450	res-all-max		7	7		0
Excalibur 2	262	262	1	1	100	1		20	1	91	91	7b7	Champion Sword		5	5000	dred	dred		invbswu				prop-holyswordlight		1	1	prop-Torment		1	2	oskill	Warrior Of Light	3	3	ac		800	800	pierce-immunity-magic		35	40	lifesteal		35	35	swing2		60	60	dmg%		350	350	dmg-mag		1600	1600	prop-dmgtoholy		80	80	att-skill	Cross Slash	15	35	bothdr		150	175		0
Shin Zantetsuken	263	263	1	11	100	1		1	1	98	98	7gd	Colossus Blade	1	5	5000	lyel	lyel		invgsdu				balance2		100	100	prop-Torment		10	12	prop-moesyn		40	40	pierce-immunity-damage		50	60	hp		800	900	swing2		60	70	att-skill	Tempest Flurry	24	55	dmg%		400	500	prop-dmgtofragment		140	150	oskill	Zantetsuken	3	3	att		1500	1600	oskill	Bloodborne	12	12		0
Wizardspike	264	264	1	1	100	1		20	1	91	91	7dg	Bone Knife		5	5000	lgry	lgry						prop-Torment		1	2	prop-coldrrtoff		2	2	att-skill	Frozen Fortress	50	20	oskill	Cold Mastery	5	5	oskill	Knife Mastery	20	20	sor		5	5	hp		350	350	res-all		50	50	att-skill	Twin Peaks	20	25	oskill	Wave of Force	3	3	kill-skill	Mythical Frozen Orb	4	35	pierce-cold-immunity		15	15		0
Constricting Ring	265	265			100	0		1	1	91	91	rin	Ring		5	5000	cblu	cblu						sock		1	1	skilltab	7	7	7	noheal		1	1	swing2		107	107	att%		300	300	dmg%		511	511	cast2		107	107	gethit-skill	Poison Nova	10	10	str		223	223	res-all		175	175	dmg-demon		491	491	pierce-cold		62	62		0
Hraesvelgr	266	266	1	1	100	1		20	1	91	91	7wc	Giant Thresher		5	5000	dblu	dblu						prop-Torment		1	2	prop-skillsynSGandRW		5	5	oskill	Fridgid Winds	3	3	swing2		30	30	att-skill	Tempest Flurry	20	50	dmg%		300	400	dru		5	5	res-all		30	40	res-cold-max		3	3	ac		600	600	dmg-demon		450	450	prop-dmgtowind		80	90		0
Thousand Needles	267	267	1	1	100	1		20	1	91	91	6l7	Crusader Bow		5	5000	dgld	dgld						prop-arrowpower		10	10	prop-multishoteventama		1	1	dmg%		300	350	swing2		40	50	ama		4	4	prop-dmgtomultishot		80	80	pierce-immunity-damage		20	25	dex		50	50	str		50	50	hit-skill	Arrow Hail	20	35	prop-Torment		1	2						0
Heavens Windforce	268	268	1	1	100	1		1	1	98	98	amc	grand matron bow		5	5000	dyel	dyel						prop-heavensarrowcd		1	1	prop-dmgtofragment		180	180	dmg%		500	500	dmg-mag		2000	2000	oskill	Warrior Of Light	15	15	light		100	100	pierce-immunity-magic		40	40	hit-skill	Shock	9	55	dex		70	80	prop-Torment		12	12	att		1500	1500	swing2		60	60		0
Rings	269	269							1																																																																0
Mark Of Infinite Power	270	270	1	1	100	1		25	1	98	98	rin	Ring	1	5	5000	dpur	dpur						att-skill	Wave Of Light	12	48	prop-dmgtonova		110	120	prop-smmodifier		5	5	att-skill	Shadow Claw	12	48	ass		3	3	str		50	50	dex		50	50	red-dmg%		15	15	res-all		20	30	pierce-immunity-damage		16	16	prop-Torment		12	12	hp		350	350		0
Mark Of The Moo Moo Monk	271	271	1	1	100	1		20	1	91	91	amu	Amulet		5	5000	oran	oran						prop-Torment		1	2	oskill	Chi Strike	3	3	dr%		10	12	lifesteal		20	22	att-skill	Shadow Claw	15	35	prop-dmgtonova		40	60	oskill	Wave Of Light	3	3	aura	Fanaticism	7	7	res-all		20	30	pierce-immunity-damage		15	20	prop-chibonus		3	3						0
Glory Of The Nephalem	272	272			100	1		1	1	91	91	amu	Amulet		5	5000	lgld	lgld						prop-Torment		1	2	prop-hptoflamecloak		3	3	sor		4	4	dmg-fire		1000	1500	ac		500	550	pierce-immunity-fire		10	10	extra-fire		40	40	oskill	Flame Cloak	3	3																		0
Crescent Moon	273	273			100	0		1	1	91	91	amu	Amulet		5	5000	lblu	lblu						att		243	243	oskill	150	27	27	vit		24	24	dex		81	81	noheal		1	1	red-dmg		59	59	extra-fire		48	48	dmg-fire		120	120	ease		-39	-39	dmg-demon		491	491	thorns		127	127	ac%		511	511		0
Mara's Kaleidoscope	274	274	1	11	100	1		1	1	98	98	amu	Amulet		5	5000	oran	oran						prop-teleportcdr		1	1	prop-Torment		12	12	res-all-max		3	3	all-stats		50	50	prop-dmgtoallelements		70	70																														0
Atma's Scarab	275	275	1	11	100	1		1	1	98	98	amu	Amulet		5	5000	cgrn	cgrn						prop-bores		3	3	prop-Torment		12	12	res-all-max		3	3	bar		3	3	att-skill	Greater Life Tap	10	25	red-dmg		250	300	oskill	Arcane Warrior	3	3	pierce-immunity-damage		15	15	dmg%		400	400	dmg-max		70	70										0
Noxious Fang	276	276	1	11	100	1		1	1	98	98	7lw	Feral Claws	1	5	5000	dgry	dgry						ass		6	6	prop-combopoints		1	1	swing2		50	60	extra-pois		70	70	att-skill	Greater Life Tap	4	25	att-skill	Poison Hadoken	25	40	dr%		12	12	dmg%		500	500	att		1800	1800	hp		300	350	pierce-immunity-poison		23	23	prop-venomcombo		1	1		0
Raven Frost	277	277			100	0		1	1	91	91	rin	Ring		5	5000	cblu	cblu						oskill	111	6	6	gold%		411	411	noheal		1	1	swing2		61	61	levelup-skill	Blaze	100	29	ac-miss		511	511	red-mag		20	20	ac		52	103	skilltab	20	7	7	pal		2	2	red-dmg		15	15	thorns		30	30		0
Venomlord's Wrath	278	278	1	1	100	1		1	1	98	98	7qr	Scissors		5	5000	bwht	bwht						ass		3	3	prop-Torment		11	12	res-all-max		3	3	swing2		40	45	cast2		40	45	oskill	Corrosion	3	3	prop-ppcorrode		2	2	pierce-immunity-poison		28	28	enr		40	40	dex		40	40	bothdr		138	150	res-all		55	60		0
Saracen's Chance	279	279			100	0		1	1	91	91	amu	Amulet		5	5000	dpur	dpur						dmg-ltng		40	40	freeze		1	1	red-mag		5	5	dmg-pois	250	500	500	ac%		511	511	deadly		15	15	hit-skill	72	8	3	dmg%		511	511	block		20	20	manasteal		15	15	skilltab	14	6	6	oskill	111	6	6		0
Class Specific	280	280							1																																																																0
Arreat's Face	281	281	1	1	100	1		20	1	98	98	baa	Slayer Guard		5	5000								prop-avafrag		1	1	prop-Torment		12	12	bar		5	5	cast2		70	70	pierce-immunity-cold		25	27	prop-dmgtofragment		110	130	hp		350	400	pierce-cold		30	32	heal-kill		400	500	oskill	Avalanche	3	3	bothdr		125	128	res-cold-max		3	3		0
Homunculus	282	282			100	1		1	1	90	90	nea	Heirophant Trophy		5	5000								oskill	Flame Cloak	25	25	gethit-skill	Volcanic Strike	20	25	pierce-immunity-fire		10	15	dmg-fire		1000	1200	oskill	Enchant	10	10	deadly		15	15	oskill	Knife Mastery	3	3	oskill	Hells Knife	3	3	nec		3	3	res-fire-max		7	7	mag%		40	50						0
Hypothermic Halberd	283	283	1	1	100	1		20	1	91	91	amf	matriarchal javelin		5	5000								prop-coldrrtoshatterjav		30	30	att-skill	Shattering Javelin	15	35	extra-cold		40	40	prop-dmgtofragment		40	40	ama		3	3	bar		3	3	oskill	Shattering Javelin	3	3	prop-Torment		1	2	hp		300	350	res-cold-max		5	5	cold-max		2000	2000	ease		50	50		0
Tunguska	284	284	1	1	100	1		20	1	91	91	am7	Ceremonial Bow		5	5000								prop-Torment		1	2	oskill	Meteor Arrow	3	3	gethit-skill	Meteor Arrow	8	50	ama		4	4	cast2		50	50	prop-dmgbombardment		80	100	dmg%		300	300	prop-FCRsynergytometeorarrow		1	1	hp		400	450	bothdr		180	180										0
Longinus	285	285	1	1	100	1		20	1	91	91	uw1	Ascendant Spear		5	5000								prop-lightningfurymaxprojectiles		2	2	dmg-ltng		1000	1000	oskill	Lightning Speed	3	3	att		1023	1023	extra-ltng		40	50	prop-dmgtohoming		100	110	oskill	Electromagnetic	35	35	dmg%		300	350	hp		350	350	cast2		40	40	prop-Torment		1	2	bothdr		150	150		0
The Shockulus	286	286	1	1	100	1		20	1	91	91	obd	Swirling Crystal		5	5000								prop-skillsynSCandLO		4	4	oskill	Lightning Orb	3	3	oskill	Lightning Speed	3	3	att		1200	1200	sor		4	4	prop-dmgtofragment		50	60	bothdr		150	175	extra-ltng		30	40	hp		350	350	res-ltng-max		4	4	prop-Torment		1	2	gethit-skill	Storm Strike	25	35		0
Herald of Zakarum	287	287			100	0		1	1	91	91	pa9	Aerin Shield		5	5000								res-all		39	39	ac%		300	300	oskill	127	8	8	ac		250	250	dmg-norm		65	65	slow		90	90	gethit-skill	92	9	6	vit		20	20	mana%		50	50	abs-cold%		45	45	red-mag		35	35	ac/lvl	24				0
Inochi	288	288			100	1		1	1	91	91	9qr	Scissors		5	5000								ass		4	4	dmg%		300	400	att-skill	Shuriken Spiral	8	35	prop-dmgtonova		50	60	oskill	Shadow Claw	3	3	gethit-skill	Mind Blast	15	30	swing2		60	60	pierce-immunity-damage		15	20	hp		250	400	oskill	Chi Burst	3	3	kill-skill	Chi Burst	6	10	dex%		7	7		0
Ten Dragons	289	289	1	1	100	1		20	1	91	91	7o7	Thresher		5	5000								prop-Torment		1	2	dru		5	5	dmg%		300	400	hp		350	400	prop-burstsyngow		5	5	prop-dmgtowind		80	90	swing2		60	60	pierce-immunity-damage		10	10	reduce-ac		25	25	gethit-skill	Axe Storm	13	50	dmg-min		60	60	att		1200	1300		0
The Scalper	290	290			100	0		1	1	91	91	9ta	Francisca		5	5000								dmg-norm		50	50	hp		144	144	move2		101	101	stam		20	20	lifesteal		50	50	att-undead		350	350	dmg%		511	511	fireskill		7	7	regen		33	33	reduce-ac		50	50	manasteal		23	23	res-all		58	58		0
Searing Baalblade	291	291	1	1	100	1		20	1	91	91	7b7	elegant blade		5	5000	cred	cred		invsbru				prop-Torment		1	2	bar		4	4	dmg%		300	400	hp		350	400	prop-Bsfromsword		4	4	gethit-skill	Flaming Sword Nova	10	50	oskill	Baal Sword	3	3	oskill	Swordsplosion	3	3	mana		500	700	res-mag		15	20	prop-dmgbombardment		70	80	bothdr		138	163		0
Hellholders Grasp	292	292	1	1	100	1		20	1	91	91	uhg	ogre gauntlets		5	5000	dpur	dpur		invscmu				prop-dmgtomeleeexplosion		70	80	hp		150	200	extra-fire		40	40	dex		50	60	str		40	50	kill-skill	Hellfire	10	45	swing2		20	30	res-fire-max		2	2	regen		1200	1300	prop-strnat		30	30	oskill	Shattering Smash	3	3	prop-Torment		1	2		0
Deathbit	293	293			100	0		1	1	91	91	9tk	battle dart		5	5000								fire-min		5	5	fire-max		30	30	oskill	Wake of Fire Sentry	4	4	dex		51	51	abs-cold/lvl		2	2	str		25	25	light-thorns		30	30	att		765	765	swing3		107	107	light		11	11	ac%		511	511	dmg%		511	511		0
Master Swordsmans Grip	294	294	1	1	100	1		20	1	91	91	utg	crusader gauntlets		5	5000	bwht	bwht		invtk3				prop-zansyn		5	5	hp		400	500	oskill	Zantetsuken	3	3	oskill	Bloodborne	3	3	str		60	90	dmg-demon		500	500	swing2		20	30	att-skill	Zantetsuken	22	48	regen		1200	1300	ac		750	750	oskill	Swordsplosion	3	3	prop-Torment		1	2		0
Vaal Demon Bolter	295	295	1	11	100	1		1	1	90	90	6rx	Demon Crossbow		5	5000	dyel	dyel						mythicaldesc	765	1	1	aura_hidden	Vaal Demon Aura	1	1	ease		30	30	cast2		60	60	gethit-skill	Bloodstream	10	50	res-all		50	60	Reanimate	745	10	10	oskill	Savage Vipers	3	3	prop-Torment		12	12	nec		6	6	prop-maximumviperssummoned		2	2						0
Razoredge	296	296	1	1	100	1		20	1	91	91	7ha	tomahawk		5	5000	lblu			invhaxu				prop-axestormmaster		6	6	oskill	Axe Storm	3	3	prop-Torment		1	2	dex%		3	3	lifesteal		10	15	pierce-immunity-damage		20	20	dmg%		300	350	swing2		40	50	crush		30	30	att-skill	Mind Blast	10	25	att-skill	Wind Strike	10	35						0
Gore Ripper	297	297			100	1		1	1						5	5000	dred	dred																																																							0
Fenrirs Frenzy	298	298	1	1	100	1		20	1	91	91	7sp	tyrant club		5	5000	dgrn	dgrn		invspcu				prop-Torment		1	2	crush		15	20	move2		40	40	dru		4	4	dex		30	50	dmg%		300	400	aura	Fanaticism	8	8	swing2		25	25	oskill	Ravager	3	3	att-skill	Seismic Spear	12	50	hp		300	350	prop-guardiancd		1	1		0
Steelshade	299	299			100	0		1	1	91	91	ulm	armet		5	5000	blac	blac		invhlmu				nofreeze		1	1	str		150	150	dur		20	20	move2		87	87	enr		95	95	dmg-fire		482	482	aura	Thorns	21	21	ac-miss		511	511	manasteal		28	28	mana		223	223	sock	4			pal		5	5		0
Astrinimbulus	300	300	1	1	100	1		20	1	91	91	7pa	cryptic axe		5	5000	lyel	lyel						dru		6	6	str		80	90	dmg%		300	400	prop-exptobovine		5	5	oskill	Moo Moo Martial Artist	3	3	att		1200	1400	gethit-skill	Wind Strike	24	48	swing3		70	80	prop-Torment		1	2	lifesteal		30	30	hp		550	600	res-mag		18	20		0
Deaths's Web	301	301	1	1	100	1		20	1	91	91	7gw	unearthed wand		5	5000	bwht	bwht						nec		4	4	prop-bloodskilldamage		80	90	oskill	Bloodstream	3	3	prop-projtobloodstream		3	3	prop-blooddmgtoacidskull		5	5	gethit-skill	Blood Nova	9	55	cast2		40	45	ac		300	600	dr%		12	12	mdr%		12	12	hp		350	400	prop-Torment		1	2		0
Nature's Peace	302	302			100	0		1	1	91	91	rin	ring		5	5000	dgrn	dgrn						dmg%		511	511	res-all		62	62	balance2		107	107	red-mag		63	63	dmg-ltng		200	200	ignore-ac	1	1	1	block		40	40	att%		25	25	skilltab	10	7	7	swing2		107	107	block2		107	107	bar		5	5		0
Azurewrath	303	303	1	1	100	1		1	1	98	98	7cr	phase blade	1	5	5000	lgry			invcrs				prop-eswind		1	1	dmg%		450	500	gethit-skill	Razor Winds	15	45	prop-dmgtowind		200	200	cast2		70	70	bar		6	6	oskill	Electrical Storm	3	3	ac		375	750	dr%		12	12	prop-Torment		11	11	hp		250	300	all-stats		45	45		0
Seraph's Hymn	304	304			100	0		1	1	91	91	amu	amulet		5	5000	bwht	bwht		invamu2				dex		92	92	manasteal		53	53	regen		33	33	ac%		511	511	swing2		107	107	res-pois		205	205	allskills		7	7	dmg%		511	511	hit-skill	Poison Nova	25	15	oskill	Clay Golem	36	36	bar		5	5	ac		461	461		0
Zakarum's Guard	305	305	1	1	100	1		20	1	91	91	7di	fanged knife		5	5000	dred	dred		invkrsu				prop-Torment		1	2	prop-dmgtochained		90	100	att		600	700	att-skill	Bone Spikes	10	40	dmg%		300	400	aura	Meditation	8	8	pierce-immunity-magic		15	16	pierce-immunity-damage		15	16	oskill	Ravager	3	3	nec		4	4	att		800	900	prop-agentbuff		5	5		0
Lestatdirk	306	306	1	1	100	1		20	1	91	91	7di	fanged knife		5	5000	dred	dred		invkrsu				prop-Torment		1	2	prop-hellknifemasterysyn		5	5	dmg-mag		1500	1700	att		600	700	att-skill	Bone Swarm	15	40	dmg%		300	400	aura	Fanaticism	8	8	pierce-immunity-magic		15	16	oskill	Bloodborne	3	3	oskill	Ravager	3	3	nec		4	4	dex		50	60		0
Odium	307	307			100	0		1	1						5	5000	blac																																																								0
Doomrender	308	308	1	1	100	1		20	1	91	91	9mt	scourge		5	5000	dpur	dpur						prop-projectilestomacetoss		2	2	prop-Torment		1	2	oskill	Mace Toss	3	3	dmg%		300	350	prop-cripplerr		1	1	hp		350	400	prop-dmgtohoming		60	70	pierce-immunity-damage		30	35	pal		4	4	bothdr		180	210	res-all		40	40	sock		1	1		0
Hammerdin Exodus	309	309	1	1	100	1		20	1	91	91	7wh	legendary mallet		5	5000	whit							prop-palinovaadd		1	1	extra-fire		40	40	extra-cold		40	40	extra-ltng		40	40	pal		4	4	bothdr		150	175	att		1023	1023	hp		350	400	pierce-immunity-cold		30	30	pierce-immunity-fire		30	30	pierce-immunity-light		30	30	prop-Torment		1	2		0
Jadetalon	310	310			100	0		1	1	91	91	7wb	wrist sword		5	5000	cgrn	cgrn						dmg%		511	511	dmg-norm		50	50	dmg-ltng		150	150	res-fire		164	164	block2		107	107	swing2		72	72	heal-kill		14	14	oskill	Zeal	2	2	att		818	818	ass		5	5	str		62	62	mag%		155	155		0
Shadowdancer	311	311			100	1		1	1	97	97	uhb	myrmidon greaves		5	5000	blac	blac						prop-combopoints		3	3	ass		4	4	dmg%		500	500	att-skill	Shadow Claw	15	50	oskill	Shadow Claw	3	3	bothdr		300	325	move2		30	35	oskill	Combination Strike	3	3	prop-Torment		15	15	res-all		40	50	dex		50	60	mag%		50	50		0
Cerebus	312	312			100	0		1	1	91	91	drb	blood spirit		5	5000	bwht	bwht						oskill	248	2	2	dmg-to-mana		20	20	dmg-fire		115	115	res-fire		161	161	ignore-ac		1	1	mana		223	223	str		151	151	att		1023	1023	allskills		5	5	pierce-cold		65	65	ac		76	76	dmg-demon		491	491		0
Tyrael's Might	313	313			100	0		1	1	91	91	uar	sacred armor		5	5000	dblu	dblu		invaaru				oskill	Arctic Blast	34	34	aura	Holy Fire	14	14	dmg-cold		200	200	extra-fire		58	58	light-thorns		15	15	att%		300	300	death-skill	Chain Lightning	100	47	hp		137	137	cold-min		34	34	cold-max		102	102	cold-len		50	50	skilltab	20	7	7		0
Hells Hammer Holders	314	314			100	1		1	1	98	98	umg	vambraces		5	5000	dred	dred						prop-hammerfire		5	5	att-skill	Fire Hammer Nova	15	40	dmg-fire		1000	1000	oskill	Enchant	5	5	oskill	Righteous Fire	3	3	pierce-immunity-fire		20	30	str		70	80	res-fire-max		3	3	pal		2	2	ac		600	600	att		800	900	prop-Torment		12	12		0
Runemaster	315	315			100	1		1	1	87	87	72a	ettin axe		5	5000	lblu	lblu						prop-hfproj		4	4	cast2		50	50	prop-increasedtargetstoavalanche		4	4	gethit-skill	Hellfire	12	45	gethit-skill	Avalanche	12	45	pierce-immunity-damage		20	25	pierce-immunity-cold		20	25	res-cold-max		4	4	bar		6	6	ac		600	600	str		62	62	prop-dmgtomultishot		100	120		0
Deathcleaver	316	316			100	1		1	1	91	91	7wa	berserker axe		5	5000	dred							oskill	Rocksplit	3	3	oskill	Forcewave	3	3	swing2		50	50	gethit-skill	Hellfire	12	50	prop-dmgtoearth		160	160	att%		200	200	crush		20	25	hp		400	400	bar		5	5	pierce-immunity-damage		20	25	oskill	Intimidation	3	3	str		50	70		0
Executioner's Justice	317	317			100	1		1	1	98	98	7gi	glorious axe		5	5000	blac	blac						mythicaldesc	768	1	1	aura_hidden	Executioner Aura	1	1	prop-dmgtowind		200	200	prop-dmgtoearth		200	200	att-skill	Bloodborne	3	30	str		100	100	dmg%		400	500	ignore-ac		1	1	att-skill	Tempest Flurry	5	50	att-skill	Death Spikes	5	50	hp		300	600						0
Thornlash Spear	318	318	1	1	100	1		20	1	91	91	amd	matriarchal spear		5	5000	dgry							skillmod-fanofglaivecdr		1	1	ama		4	4	prop-dmgtofragment		80	80	oskill	Evil Spearit	3	3	oskill	Fan of Glaives	3	3	att-skill	Surrounding Spears	25	35	dex		50	60	pierce-immunity-damage		20	25	dmg%		300	300	ac		500	500	swing2		30	50	prop-Torment		1	2		0
Whirling Bladeguard	319	319	1	1	100	1		20	1	91	91	uml	Luna Shield		5	5000	cgrn	cgrn						prop-dmgtotrap		60	70	prop-combopoints		1	1	oskill	Shuriken Spiral	3	3	mana-kill		400	450	ass		3	3	gethit-skill	Energy Spiral	9	55	pierce-immunity-damage		16	17	bothdr		165	171	ac		600	600	prop-Torment		1	2	res-all		40	45	prop-smtrapbonus		5	5		0
Larzuk's Champion	320	320			100	1		1	1						5	5000	lgry		flphmr	invhfh																																																					0
Frostbender's Revenge	321	321	1	1	100	1		20	1	97	97	utb	mirrored boots		5	5000	bwht	bwht						sor		4	4	gethit-skill	Herald Of Ice	14	45	pierce-immunity-cold		12	28	pierce-cold		25	40	prop-Torment		12	12	move2		25	25	enr		50	60	bothdr		150	175	ac		600	600	res-cold-max		2	2										0
Gargoyle's Bite	322	322			100	0		1	1	91	91	7ts	winged harpoon		5	5000	cgrn	cgrn						nec		4	4	oskill	Ravager	15	15	oskill	Battle Orders	10	10	pierce-immunity-damage		40	40	damageresist																																	0
Pyrebane	323	323	1	1	100	1		20	1	91	91	7b8	winged axe		5	5000	cred	cred						prop-Torment		1	2	bar		4	5	oskill	Volcanic Shout	3	3	oskill	Explosive Potion	3	3	extra-fire		50	55	prop-dmgtohoming		70	70	prop-dmgtotrap		70	70	gethit-skill	Volcanic Shout	12	45	cast2		50	55	dr%		12	12	pierce-immunity-fire		25	25	prop-skillsynVSandEP		5	5		0
Mang Songs Legacy	324	324	1	1	100	1		20	1	91	91	6ws	archon staff		5	5000	dgld	dgld		inv8wsu				prop-FTduration		1	1	ac		500	500	res-all		60	60	prop-dmgtohoming		80	90	prop-Torment		1	2	pierce-immunity-fire		40	40	str		60	70	oskill	Flame Torrent	3	3	sor		4	4	gethit-skill	Falling Cinder	28	45	cast2		40	40	oskill	Eldritch Fire	3	3		0
Viperfork	325	325			100	0		1	1	91	91	7br	war fork		5	5000	dgrn	dgrn						balance2		74	74	sor		7	7	enr		95	95	dex		95	95	att%		20	20	res-all		63	63	heal-kill		12	12	crush		127	127	dmg%		511	511	att		496	496	skilltab	9	7	7	dmg-pois	75	171	171		0
Ethereal Edge	326	326	1	1	100	1		1	1	97	97	7ba	silver-edged axe		5	5000	whit	whit						prop-Torment		10	12	dru		5	6	prop-dmgtonova		100	100	prop-wolnovasyn		1	1	balance2		80	80	hp		350	400	swing2		60	60	crush		20	20	oskill	Warrior Of Light	15	15	dr%		12	12	ac		600	600	att-skill	Energy Rain	15	55		0
Demonhorn's Edge	327	327			100	0		1	1	91	91	bad	destroyer helm		5	5000	dgry	dgry						dmg%		511	511	gethit-skill	88	10	2	vit		22	22	att-demon		250	250	ac%		511	511	hp		60	60	indestruct		1	1	str		59	59	ac-miss		511	511	att		1023	1023	res-pois-max		31	31	dmg-ltng		74	74		0
The Reaper's Toll	328	328			100	1		1	1	91	91	7s8	thresher		5	5000				invscy				att-skill	Rain Of Bones	25	40	gethit-skill	Rain Of Bones	10	40	ac		500	600	bothdr		150	250	dru		5	5	att		800	1000	prop-dmgtototem		80	90	dex		40	50	oskill	Bloodborne	8	8	dmg%		350	375	res-all		30	35						0
Spiritkeeper	329	329	1	1	100	1		1	1	91	91	nef	Bloodlord Skull		5	5000								prop-Torment		1	2	prop-bloodnovacast		1	1	cast2		50	50	prop-bloodskilldamage		80	90	balance2		40	50	hp		200	250	heal-kill		300	350	ac		175	400	oskill	Blood Nova	3	3	nec		4	4	res-all		20	30	mdr%		12	12		0
Hellrack	330	330	1	1	100	1		20	1	91	91	cqv	crossbow quiver		5	5000	cred							gethit-skill	Rain Of Bones	14	45	prop-Torment		1	2	swing2		40	50	prop-unholymark		5	5	oskill	Spirit Shot	3	3	nec		5	6	heal-kill		300	350	att		1200	1200	hp		250	300	dmg-demon		491	491	reduce-ac		20	20	noconsume					0
Alma Negra	331	331			100	0		1	1	91	91	pac	sacred rondache		5	5000	blac	blac						res-ltng		205	205	ac-miss		511	511	nofreeze		1	1	dmg-pois	250	333	333	dmg%		511	511	vit		20	20	oskill	Wearwolf	14	14	res-all		205	205	cast2		107	107	reduce-ac		25	25	sock	4			dmg-demon		491	491		0
Darkforge Spawn	332	332			100	0		1	1	91	91	nef	bloodlord skull		5	5000	cred	cred						ac%		488	488	oskill	150	9	9	light-thorns		27	27	dmg%		511	511	balance2		106	106	allskills		2	2	mag%/lvl	8			skilltab	3	7	7	regen		18	18														0
Molotov	333	333	1	1	100	1		20	1	91	91	amb	matriarchal bow		5	5000	dred	dred		invswbu				prop-clustercdr		1	1	ama		4	4	oskill	Cluster Grenades	3	3	gethit-skill	Volcanic Shout	12	45	prop-dmgtoearth		80	100	dex		70	80	hp		300	350	bothdr		165	220	extra-fire		40	45	res-all		50	50	mana		500	700	pierce-immunity-fire		20	20		0
Starlit Frostfall	334	334	1	1	100	1		20	1	91	91	amb	matriarchal bow		5	5000	dgld	dgld		invswbu				prop-arrowrainrangedmg		1	1	ama		4	4	oskill	Arrow Hail	3	3	gethit-skill	Arrow Hail	12	45	prop-dmgtowind		80	100	dex		70	80	hp		300	350	bothdr		165	220	extra-cold		40	45	res-all		50	50	prop-Torment		1	2	pierce-immunity-cold		20	20		0
