description	enabled	*order	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
orb of augmentation- half-freeze	1	439			100	16	496	1		2	lcha	125						useitem				prop-upgrade			10	10	half-freeze			1	1	levelreq			3	3																																																																					0
orb of augmentation- dmg-demon	1	440			100	16	496	1		2	lcha	126						useitem				prop-upgrade			10	10	dmg-demon			100	260	levelreq			3	3																																																																					0
orb of augmentation- dmg-undead	1	441			100	16	496	1		2	lcha	127						useitem				prop-upgrade			10	10	dmg-undead			100	260	levelreq			3	3																																																																					0
orb of augmentation- mana-kill	1	442			100	16	496	1		2	lcha	128						useitem				prop-upgrade			10	10	mana-kill			22	52	levelreq			3	3																																																																					0
orb of augmentation- dmg-fire	1	443			100	16	496	1		2	lcha	129						useitem				prop-upgrade			10	10	dmg-fire			250	650	levelreq			3	3																																																																					0
orb of augmentation- dmg-ltng	1	444			100	16	496	1		2	lcha	130						useitem				prop-upgrade			10	10	dmg-ltng			250	650	levelreq			3	3																																																																					0
orb of augmentation- dmg-mag	1	445			100	16	496	1		2	lcha	131						useitem				prop-upgrade			10	10	dmg-mag			250	650	levelreq			3	3																																																																					0
orb of augmentation- dmg-cold	1	446			100	16	496	1		2	lcha	132						useitem				prop-upgrade			10	10	dmg-cold			250	650	levelreq			3	3																																																																					0
orb of augmentation- dmg-pois	1	447			100	16	496	1		2	lcha	133						useitem				prop-upgrade			10	10	dmg-pois		25	2500	3250	levelreq			3	3																																																																					0
orb of augmentation- dmg-norm	1	448			100	16	496	1		2	lcha	134						useitem				prop-upgrade			10	10	dmg-norm			20	60	levelreq			3	3																																																																					0
orb of augmentation- pierce-fire	1	449			100	16	496	1		2	lcha	135						useitem				prop-upgrade			10	10	pierce-fire			4	10	levelreq			3	3																																																																					0
orb of augmentation- pierce-ltng	1	450			100	16	496	1		2	lcha	136						useitem				prop-upgrade			10	10	pierce-ltng			4	10	levelreq			3	3																																																																					0
orb of augmentation- pierce-cold	1	451			100	16	496	1		2	lcha	137						useitem				prop-upgrade			10	10	pierce-cold			4	10	levelreq			3	3																																																																					0
orb of augmentation- pierce-pois	1	452			100	16	496	1		2	lcha	138						useitem				prop-upgrade			10	10	pierce-pois			4	10	levelreq			3	3																																																																					0
orb of augmentation- extra-fire	1	453			100	16	496	1		2	lcha	139						useitem				prop-upgrade			10	10	extra-fire			2	8	levelreq			3	3																																																																					0
orb of augmentation- extra-ltng	1	454			100	16	496	1		2	lcha	140						useitem				prop-upgrade			10	10	extra-ltng			4	14	levelreq			3	3																																																																					0
orb of augmentation- extra-cold	1	455			100	16	496	1		2	lcha	141						useitem				prop-upgrade			10	10	extra-cold			4	14	levelreq			3	3																																																																					0
orb of augmentation- extra-pois	1	456			100	16	496	1		2	lcha	142						useitem				prop-upgrade			10	10	extra-pois			4	14	levelreq			3	3																																																																					0
orb of augmentation- all-stats	1	457			100	16	496	1		2	lcha	143						useitem				prop-upgrade			10	10	all-stats			8	21	levelreq			3	3																																																																					0
orb of augmentation- heal-kill	1	458			100	16	496	1		2	lcha	144						useitem				prop-upgrade			10	10	heal-kill			36	94	levelreq			3	3																																																																					0
orb of augmentation- levelreq	1	459			100	16	496	1		2	lcha	145						useitem				prop-upgrade			10	10	levelreq			50	130																																																																										0
orb of augmentation- thorns	1	460			100	16	496	8		2	lcha	146						useitem				prop-upgrade			10	10	thorns			400	800	ease			5	8																																																																					0
orb of augmentation- all skills	1	461			100	16	496	8		2	lcha	147						useitem	100	1		prop-upgrade			10	10	all-skills			1	1																																																																										0
orb of augmentation- attack speed	1	462			100	16	496	8		2	"amul,mag"	ooa						useitem				prop-upgrade			3	3	swing2			10	20	levelreq			3	3																																																																					0
orb of augmentation- cast speed	1	463			100	16	496	8		2	"amul,mag"	100						useitem				prop-upgrade			3	3	cast2			10	20	levelreq			3	3																																																																					0
orb of augmentation- move speed	1	464			100	16	496	8		2	"amul,mag"	101						useitem				prop-upgrade			3	3	move2			10	20	levelreq			3	3																																																																					0
orb of augmentation- ac	1	465			100	16	496	8		2	"amul,mag"	102						useitem				prop-upgrade			3	3	ac			200	400	levelreq			3	3																																																																					0
orb of augmentation- bothdr	1	466			100	16	496	8		2	"amul,mag"	103						useitem				prop-upgrade			3	3	bothdr			35	60	levelreq			3	3																																																																					0
orb of augmentation- str	1	467			100	16	496	8		2	"amul,mag"	104						useitem				prop-upgrade			3	3	str			12	24	levelreq			3	3																																																																					0
orb of augmentation- dex	1	468			100	16	496	8		2	"amul,mag"	105						useitem				prop-upgrade			3	3	dex			12	24	levelreq			3	3																																																																					0
orb of augmentation- vit	1	469			100	16	496	8		2	"amul,mag"	106						useitem				prop-upgrade			3	3	vit			12	24	levelreq			3	3																																																																					0
orb of augmentation- enr	1	470			100	16	496	8		2	"amul,mag"	107						useitem				prop-upgrade			3	3	enr			12	24	levelreq			3	3																																																																					0
orb of augmentation- mana	1	471			100	16	496	8		2	"amul,mag"	108						useitem				prop-upgrade			3	3	mana			80	160	levelreq			3	3																																																																					0
orb of augmentation- hp	1	472			100	16	496	8		2	"amul,mag"	109						useitem				prop-upgrade			3	3	hp			60	120	levelreq			3	3																																																																					0
orb of augmentation- att	1	473			100	16	496	8		2	"amul,mag"	110						useitem				prop-upgrade			3	3	att			300	600	levelreq			3	3																																																																					0
orb of augmentation- res-fire	1	474			100	16	496	8		2	"amul,mag"	111						useitem				prop-upgrade			3	3	res-fire			18	36	levelreq			3	3																																																																					0
orb of augmentation- res-cold	1	475			100	16	496	8		2	"amul,mag"	112						useitem				prop-upgrade			3	3	res-cold			18	36	levelreq			3	3																																																																					0
orb of augmentation- res-ltng	1	476			100	16	496	8		2	"amul,mag"	113						useitem				prop-upgrade			3	3	res-ltng			18	36	levelreq			3	3																																																																					0
orb of augmentation- res-pois	1	477			100	16	496	8		2	"amul,mag"	114						useitem				prop-upgrade			3	3	res-pois			18	36	levelreq			3	3																																																																					0
orb of augmentation- dmg%	1	478			100	16	496	8		2	"amul,mag"	115						useitem				prop-upgrade			3	3	dmg%			150	300	levelreq			3	3																																																																					0
orb of augmentation- res-all	1	479			100	16	496	8		2	"amul,mag"	116						useitem				prop-upgrade			3	3	res-all			11	19	levelreq			3	3																																																																					0
orb of augmentation- regen	1	480			100	16	496	8		2	"amul,mag"	117						useitem				prop-upgrade			3	3	regen			300	600	levelreq			3	3																																																																					0
orb of augmentation- mag%	1	481			100	16	496	8		2	"amul,mag"	118						useitem				prop-upgrade			3	3	mag%			25	38	levelreq			3	3																																																																					0
orb of augmentation- dmg%	1	482			100	16	496	8		2	"amul,mag"	119						useitem				prop-upgrade			3	3	dmg%			150	300	levelreq			3	3																																																																					0
orb of augmentation- manasteal	1	483			100	16	496	8		2	"amul,mag"	120						useitem				prop-upgrade			3	3	manasteal			5	10	levelreq			3	3																																																																					0
orb of augmentation- lifesteal	1	484			100	16	496	8		2	"amul,mag"	121						useitem				prop-upgrade			3	3	lifesteal			5	10	levelreq			3	3																																																																					0
orb of augmentation- light	1	485			100	16	496	8		2	"amul,mag"	122						useitem				prop-upgrade			3	3	light			15	30	levelreq			3	3																																																																					0
orb of augmentation- balance1	1	486			100	16	496	8		2	"amul,mag"	123						useitem				prop-upgrade			3	3	balance1			12	24	levelreq			3	3																																																																					0
orb of augmentation- reduce-ac	1	487			100	16	496	8		2	"amul,mag"	124						useitem				prop-upgrade			3	3	reduce-ac			10	20	levelreq			3	3																																																																					0
orb of augmentation- half-freeze	1	488			100	16	496	8		2	"amul,mag"	125						useitem				prop-upgrade			3	3	half-freeze			1	1	levelreq			3	3																																																																					0
orb of augmentation- dmg-demon	1	489			100	16	496	8		2	"amul,mag"	126						useitem				prop-upgrade			3	3	dmg-demon			100	200	levelreq			3	3																																																																					0
orb of augmentation- dmg-undead	1	490			100	16	496	8		2	"amul,mag"	127						useitem				prop-upgrade			3	3	dmg-undead			100	200	levelreq			3	3																																																																					0
