Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
andariel	156	andariel		0	Andariel	andariel	andy	demon	Andariel		AN	1													1	1		16	16	0	23	60	91	andariel	andariel	14	27	27	27				30	35	35	10	8	6	30	32	34	50	55	60																						1								1		1	1	1	1													Energy Spiral	A1	1	Poison Hadoken	A1	2																			100	100	100	-25	-15	-15	30	30	30	30	30	30	40	40	40	40	40	40	26	20	40	40	40	20	0							5	2625	5250	110	1832	152	152	306							3780	3780	50	2984	360	396	220							2208	2450	55	1492	180	198	470							A1	pois	50	21	21	50	50	38	21	33	50	25	25	50																													Andarielq	Andarielq	Andarielq	Andarielq	Andarielq (N)	Andarielq (N)	Andarielq (N)	Andarielq (N)	Andarielq (H)	Andarielq (H)	Andarielq (H)	Andarielq (H)	6	1					0
bird1	157	bird1		0	dummy	bird1			Idle		BS	1													1	1		7	7	50							15	15	15																																				1		1				1								1	1																																																												2																																																																																																											0
bird2	158	bird2		0	dummy	bird2			Idle		BL	1													1	1		4	4	50							15	15	15																																				1		1				1								1	1																																																												2																																																																																																											0
bat	159	bat		0	dummy	bat			Idle		B9	1													1	3		7	7	50				bat	bat		15	15	15																																				1		1				1									1																																																												2																																																																																																											0
cr_archer1	160	cr_archer1	cr_archer2	0	DarkRanger	cr_archer1	lvl1hadokenondeath	corruptrogue	CorruptArcher		CR	1	1												1	2		4	4	50	4	37	68	cr_archer	cr_archer	10	15	14	13				60	65	70	70	85	88	14	11	9	20	30	40	20	20	20							12	12	12	cr_arrow1									1								1		1			1	1																																				100	100	100	-50	-40	-33													30	23	60	25	60	33	2				13	13	13	5	182	256	168	182	60	90	512							110	190	180	200	120	132	165							110	190	90	100	60	66	150																																																	Act 1 Miss A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Miss A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_archer2	161	cr_archer1	cr_archer3	1	VileArcher	cr_archer2	fasterattackwalkres	corruptrogue	CorruptArcher		CR	1	1												1	3		5	6	50	5	38	69	cr_archer	cr_archer	10	15	14	13				70	75	80	75	88	91	12	10	9	25	35	45	20	20	20							12	12	12	cr_arrow2									1								1		1			1	1																																				100	100	100	-50	-40	-33													36	30	40	52	40	38	2				15	15	15	5	186	262	168	182	60	90	510							110	190	180	200	120	132	165							110	190	90	100	60	66	150							A1	pois					10	13	13	100	20	19	19	50																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer3	162	cr_archer1	cr_archer4	2	DarkArcher	cr_archer3	lvl3poisonvialonhit	corruptrogue	CorruptArcher		CR	1	1												2	3		5	8	50	7	39	83	cr_archer	cr_archer	10	15	14	13				80	85	90	80	91	94	10	9	8	30	40	50	20	20	20							12	12	12	cr_arrow3									1								1		1			1	1																																				100	100	100	-50	-40	-33													33	20	30	30	30	34	2				15	15	15	5	190	272	168	182	60	90	508							110	190	180	200	120	132	165							110	190	90	100	60	66	150							A1	cold					10	40	60	50	20	40	60	50																													Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_archer4	163	cr_archer1	cr_archer5	3	BlackArcher	cr_archer4	lvl1waveofforceondeath	corruptrogue	CorruptArcher		CR	1	1												2	4		6	9	50	10	41	72	cr_archer	cr_archer	10	15	14	13				90	90	95	80	94	97	8	8	7	35	45	55	20	20	20							12	12	12	cr_arrow4									1								1		1			1	1																																				100	100	100	-50	-40	-33													36	100	40	52	40	38	2				15	15	15	5	192	282	168	182	60	90	506							110	190	180	200	120	132	165							110	190	90	100	60	66	150							A1	ltng					10	5	120		20	5	140																														Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_archer5	164	cr_archer1	cr_archer6	4	FleshArcher	cr_archer5	morefiredamage	corruptrogue	CorruptArcher		CR	1	1												3	4		7	10	50	24	54	85	cr_archer	cr_archer	10	15	14	13				99	99	99	85	97	99	6	6	6	40	50	60	20	20	20							12	12	12	cr_arrow5									1								1		1			1	1																																				100	100	100	-50	-40	-33	20						20						33	20	30	30	30	34	2				15	15	15	5	194	274	170	182	60	90	504							110	190	180	200	120	132	165							110	190	90	100	60	66	150							A1	fire					10	50	70		20	60	80																														Act 3 Miss B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Miss B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) Miss B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
cr_lancer1	165	cr_lancer1	cr_lancer2	0	DarkSpearwoman	cr_lancer1	morecolddamage	corruptrogue	CorruptLancer		CR	1													1	2		4	4	50	2	36	67	cr_lancer	cr_lancer	10	15	14	13				60	60	60	75	80	85	9	8	7	0	40	55	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33													26	35	40	100	50	28	2				4	4	4	5	172	258	168	182	60	90	202							160	230	190	170	130	143	154							160	230	95	85	65	72	140																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
cr_lancer2	166	cr_lancer1	cr_lancer3	1	VileLancer	cr_lancer2	moreltngdamage	corruptrogue	CorruptLancer		CR	1													1	3		5	6	50	5	38	68	cr_lancer	cr_lancer	10	15	14	13				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33													10	23	60	25	60	33	2				6	6	6	5	170	248	168	182	60	90	182							160	230	190	170	130	143	154							160	230	95	85	65	72	140							A1	pois					10	16	16	100	20	25	25	50																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer3	167	cr_lancer1	cr_lancer4	2	DarkLancer	cr_lancer3	morepoisondamage	corruptrogue	CorruptLancer		CR	1													2	3		5	8	50	8	39	69	cr_lancer	cr_lancer	10	15	14	13				80	80	80	85	90	95	7	6	5	0	50	65	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33																			2				9	9	9	5	178	268	168	182	60	90	190							160	230	190	170	130	143	154							160	230	95	85	65	72	140							A1	cold					10	60	80	50	20	60	80	50																													Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
cr_lancer4	168	cr_lancer1	cr_lancer5	3	BlackLancer	cr_lancer4	lvl1evilspearitondeath	corruptrogue	CorruptLancer		CR	1													2	4		6	10	50	9	40	71	cr_lancer	cr_lancer	10	15	14	13				90	90	90	88	95	97	6	5	5	0	55	70	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33																			2				10	10	10	5	172	262	168	182	60	90	190							160	230	190	170	130	143	154							160	230	95	85	65	72	140							A1	ltng					10	5	140		20	5	160																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
cr_lancer5	169	cr_lancer1	cr_lancer6	4	FleshLancer	cr_lancer5	lvl1holyspearitondeath	corruptrogue	CorruptLancer		CR	1													3	4		7	12	50	24	53	84	cr_lancer	cr_lancer	10	15	14	13				99	99	99	90	99	99	5	5	5	0	60	75	15	12	10																			1	1							1		1			1	1																																				100	100	100	-50	-40	-33	20						20						30	23	60	25	60	33	2				15	15	15	5	174	262	170	180	60	90	184							160	230	190	170	130	143	154							160	230	95	85	65	72	140							A1	fire					10	70	90		20	70	90																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
sk_archer1	170	sk_archer1	sk_archer2	0	SkeletonArcher	sk_archer1	lvl1volcanicstrikeondeath	skeleton	SkeletonBow		SK	1	1												1	2		4	4	100	5	38	68	sk_archer	sk_archer	10	15	14	13				75	80	85	15	14	13	50	50	50	5	5	5	6	6	6										skbowarrow1									1						1				1			1	1																																							-50	-40	-25						50						60	36	30	40	52	40	38	2				15	15	15	5	140	294	168	178	60	90	510							140	200	200	190	70	77	127							140	200	100	95	35	39	115																																																	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
sk_archer2	171	sk_archer1	sk_archer3	1	ReturnedArcher	sk_archer2	lvl1snowballondeath	skeleton	SkeletonBow		SK	1	1												1	3		4	4	100	8	39	69	sk_archer	sk_archer	10	15	14	13				75	80	85	15	14	12	50	50	50	5	5	5	6	6	6										skbowarrow2									1						1				1			1	1																																							-50	-40	-25						50						60	33	20	30	30	30	34	2				15	15	15	5	156	312	168	180	60	90	506							140	200	200	190	70	77	127							140	200	100	95	35	39	115																																																	Act 1 Miss B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Miss B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Miss B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
sk_archer3	172	sk_archer1	sk_archer4	2	BoneArcher	sk_archer3	lvl1windstrikeondeath	skeleton	SkeletonBow		SK	1	1												2	3		5	5	100	9	40	70	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	12	50	50	50	5	5	5	6	6	6										skbowarrow3									1						1				1			1	1																																							-50	-40	-25					20	50					50	60	36	100	40	52	40	38	2				15	15	15	5	152	312	168	180	60	90	506							140	200	200	190	70	77	127							140	200	100	95	35	39	115																																																	Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
sk_archer4	173	sk_archer1	sk_archer5	3	BurningDeadArcher	sk_archer4	lvl1clustergrenadesondeath	skeleton	SkeletonBow		SK	1	1												2	4		5	5	100	13	43	74	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	11	50	50	50	5	5	5	6	6	6										skbowarrow4									1						1				1			1	1																																							-50	-40	-25			30			50			50			60	33	20	30	30	30	34	2				15	15	15	5	152	302	168	178	60	90	504							140	200	200	190	70	77	127							140	200	100	95	35	39	115							A1	fire	100	25	55		100	25	55		100	25	55																														Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sk_archer5	174	sk_archer1	sk_archer6	4	HorrorArcher	sk_archer5		skeleton	SkeletonBow		SK	1	1												2	4		5	5	100	18	47	78	sk_archer	sk_archer	10	15	14	13				90	90	95	15	12	11	50	50	50	5	5	5	6	6	6										skbowarrow5									1						1				1			1	1																																							-50	-40	-25		20		40		50		50		70		60	26	35	40	100	50	28	2				15	15	15	5	148	302	168	180	60	90	504							140	200	200	190	70	77	127							140	200	100	95	35	39	115							A1	ltng	100	5	80		100	5	80		100	5	120																														Act 2 Miss B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
warriv2	175	warriv2		0	Warriv	warriv2		human	Npc		WX	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
atma	176	atma		0	Atma	atma		human	Npc		AS	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
drognan	177	drognan		0	Drognan	drognan		human	Npc		DR	1													1	1		3	3	0				drognan	drognan		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
fara	178	fara		0	Fara	fara		human	Npc		OF	1													1	1		3	3	0				fara	fara		15	15	15																																				1	1	1	1	1	1	1									1																																																												2																																																																																																											0
cow	179	cow		0	dummy	cow			Idle		CW	1													1	1		2	2	0				cow	cow		15	15	15																																				2	1	1				1									1																																																												2																																																																																																											0
maggotbaby1	180	maggotbaby1	maggotbaby2	0	SandMaggotYoung	maggotbaby1		sandmaggot	MaggotLarva		SB	1													1	1		4	4	50	16	45	76	maggotbaby	maggotbaby	9	15	14	13				75	78	80	20	17	14	60	60	60	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33													10	100	60	25	60	33	2				17	17	17	5	42	130	168	110	56	92	188							40	90	100	60	50	55	77							40	90	50	30	25	28	70							A1	pois					5	9	9	50	5	11	11	50																																															0
maggotbaby2	181	maggotbaby1	maggotbaby3	1	RockWormYoung	maggotbaby2		sandmaggot	MaggotLarva		SB	1													1	1		4	4	50	17	45	84	maggotbaby	maggotbaby	9	15	14	13				80	83	85	19	16	13	70	70	70	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33													36	30	40	52	40	38	2				17	17	17	5	46	128	168	110	56	92	184							40	90	100	60	50	55	77							40	90	50	30	25	28	70							A1	pois					5	9	9	50	5	11	11	50																																															0
maggotbaby3	182	maggotbaby1	maggotbaby4	2	DevourerYoung	maggotbaby3		sandmaggot	MaggotLarva		SB	1													1	1		5	5	50	19	48	79	maggotbaby	maggotbaby	9	15	14	13				85	88	90	18	15	12	80	80	80	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33													33	20	30	30	30	34	2				19	19	19	5	42	132	168	108	48	94	186							40	90	100	60	50	55	77							40	90	50	30	25	28	70							A1	pois					5	9	9	50	5	11	11	50																																															0
maggotbaby4	183	maggotbaby1	maggotbaby5	3	GiantLampreyYoung	maggotbaby4		sandmaggot	MaggotLarva		SB	1													1	1		5	5	50	21	50	79	maggotbaby	maggotbaby	9	15	14	13				88	91	93	17	14	11	85	85	85	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33													36	30	100	52	40	38	2				21	21	21	5	42	128	170	108	58	86	188							40	90	100	60	50	55	77							40	90	50	30	25	28	70							A1	pois					5	9	9	50	5	11	11	50																																															0
maggotbaby5	184	maggotbaby1	maggotbaby6	4	WorldKillerYoung	maggotbaby5		sandmaggot	MaggotLarva		SB	1													1	1		6	6	50	24	57	85	maggotbaby	maggotbaby	9	15	14	13				90	93	95	16	13	10	90	90	90	15	15	15	20	20	20																				1												1	1							1																													100	75	50	-50	-40	-33													33	20	30	30	30	34	2				24	24	24	5	42	130	170	110	52	88	184							40	90	100	60	50	55	77							40	90	50	30	25	28	70							A1	pois					5	9	9	50	5	11	11	50																																															0
camel	185	camel		0	dummy	camel			Idle		CM	1													1	1		5	5	0							15	15	15																																				2	1	1	1			1									1																																																												2																																																																																																											0
blunderbore1	186	blunderbore1	blunderbore2	0	Blunderbore	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		3	3	50	18	47	78	pinhead	pinhead	10	15	14	13				75	80	85	15	12	10	60	70	70	12	12	12	40	50	55																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33													10	23	60	25	100	33	4				15	15	15	5	320	400	168	228	112	228	250	112	228	184				360	440	160	260	180	198	121	180	198	100				360	440	80	130	90	99	110	120	132	100																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
blunderbore2	187	blunderbore1	blunderbore3	1	Gorbelly	blunderbore2	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	3		4	4	50	20	49	80	pinhead	pinhead	10	15	14	13				80	85	90	12	9	7	80	80	80	9	9	9	50	60	65																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33													36	30	40	52	40	38	4				15	15	15	5	320	400	170	228	114	238	250	114	238	186				360	440	160	260	180	198	121	180	198	100				360	440	80	130	90	99	110	120	132	100																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore3	188	blunderbore1	blunderbore4	2	Mauler	blunderbore3	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	3		6	6	50	25	55	83	pinhead	pinhead	10	15	14	13				85	90	95	9	7	7	90	90	90	7	7	7	60	65	65																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33													33	20	30	30	30	34	4				15	15	15	5	320	400	170	236	112	236	252	112	236	186				360	440	160	260	180	198	121	180	198	100				360	440	80	130	90	99	110	120	132	100																																														Act 3 H2H C	Act 2 Champ C	Act 2 Unique C		Act 3 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 3 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore4	189	blunderbore1	blunderbore5	3	Urdar	blunderbore4	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	4		8	8	50	32	57	85	pinhead	pinhead	10	15	14	13				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1												Smite	seq_pinheadsmite	1																						100	100	100	-50	-40	-33			25	25	50	25			50	50	50	50	36	30	40	52	40	38	4				15	15	15	5	320	400	168	284	112	232	250	112	232	186				360	440	160	260	180	198	121	180	198	100				360	440	80	130	90	99	110	120	132	100																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
maggotegg1	190	maggotegg1	maggotegg2	0	SandMaggotEgg	maggotegg1			MaggotEgg		SE	1			maggotbaby1	0	0	S1							1	1		1	1	50	16	45	76	maggotegg	maggotegg	8	15	15	15				250	200	200	18	18	18																													1												1													MaggotEgg	seq_maggotegg	2																						100	66	33	-50	-50	-50													33	20	30	100	30	34	2								154	196	168	100										120	160	50	50										120	160	25	25																																																																						0
maggotegg2	191	maggotegg1	maggotegg3	1	RockWormEgg	maggotegg2			MaggotEgg		SE	1			maggotbaby2	0	0	S1							1	1		1	1	50	17	45	84	maggotegg	maggotegg	8	15	15	15				240	200	200	22	22	22																													1												1													MaggotEgg	seq_maggotegg	3																						100	66	33	-50	-50	-50													26	35	40	30	50	28	2								156	190	168	100										120	160	50	50										120	160	25	25																																																																						0
maggotegg3	192	maggotegg1	maggotegg4	2	DevourerEgg	maggotegg3			MaggotEgg		SE	1			maggotbaby3	0	0	S1							1	1		1	1	50	19	48	79	maggotegg	maggotegg	8	15	15	15				210	200	200	26	26	26																													1												1													MaggotEgg	seq_maggotegg	4																						100	66	33	-50	-50	-50													10	23	60	25	60	33	2								156	192	168	100										120	160	50	50										120	160	25	25																																																																						0
maggotegg4	193	maggotegg1	maggotegg5	3	GiantLampreyEgg	maggotegg4			MaggotEgg		SE	1			maggotbaby4	0	0	S1							1	1		1	1	50	21	50	79	maggotegg	maggotegg	8	15	15	15				180	200	200	30	30	30																													1												1													MaggotEgg	seq_maggotegg	4																						100	66	33	-50	-50	-50													10	23	60	25	60	33	2								156	192	170	100										120	160	50	50										120	160	25	25																																																																						0
