name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
divine orb	0	100	0	0	0			1	1	0	1	10000		dvo	dvo	dvo		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	dvodesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
corruption stone	0	100	0	0	0			1	1	0	1	10000		cup	cup	cup		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe8		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	cupdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
key of belial	0	100	0	0	0			1	1	0	1	10000		kob	kob	kob		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	poe9		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	kobdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
unidentified hell map	0	100	0	0	0			1	1	0	1	10000		hhm	hhm	hhm		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	umap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	hhmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m005	0	100	0	0	0			1	1	0	1	1		205	205	205		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
m006	0	100	0	0	0			1	1	0	1	1		206	206	206		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
m007	0	100	0	0	0			1	1	0	1	1		207	207	207		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
m008	0	100	0	0	0			1	1	0	1	1		208	208	208		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
m009	0	100	0	0	0			1	1	0	1	1		209	209	209		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
m010	0	100	0	0	0			1	1	0	1	1		210	210	210		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
m011	0	100	0	0	0			1	1	0	1	10000		211	211	211		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m012	0	100	0	0	0			1	1	0	1	10000		212	212	212		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m013	0	100	0	0	0			1	1	0	1	10000		213	213	213		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m014	0	100	0	0	0			1	1	0	1	10000		214	214	214		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m015	0	100	0	0	0			1	1	0	1	10000		215	215	215		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m016	0	100	0	0	0			1	1	0	1	10000		216	216	216		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m017	0	100	0	0	0			1	1	0	1	10000		217	217	217		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m018	0	100	0	0	0			1	1	0	1	10000		218	218	218		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m019	0	100	0	0	0			1	1	0	1	10000		219	219	219		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m020	0	100	0	0	0			1	1	0	1	10000		220	220	220		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m021	0	100	0	0	0			1	1	0	1	10000		221	221	221		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m022	0	100	0	0	0			1	1	0	1	10000		222	222	222		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m023	0	100	0	0	0			1	1	0	1	10000		223	223	223		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m024	0	100	0	0	0			1	1	0	1	10000		224	224	224		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m025	0	100	0	0	0			1	1	0	1	10000		225	225	225		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m026	0	100	0	0	0			1	1	0	1	10000		226	226	226		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m027	0	100	0	0	0			1	1	0	1	10000		227	227	227		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m028	0	100	0	0	0			1	1	0	1	10000		228	228	228		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m029	0	100	0	0	0			1	1	0	1	10000		229	229	229		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m030	0	100	0	0	0			1	1	0	1	10000		230	230	230		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m031	0	100	0	0	0			1	1	0	1	10000		231	231	231		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m032	0	100	0	0	0			1	1	0	1	10000		232	232	232		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m033	0	100	0	0	0			1	1	0	1	10000		233	233	233		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m034	0	100	0	0	0			1	1	0	1	10000		234	234	234		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m035	0	100	0	0	0			1	1	0	1	10000		235	235	235		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m036	0	100	0	0	0			1	1	0	1	10000		236	236	236		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m037	0	100	0	0	0			1	1	0	1	10000		237	237	237		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m038	0	100	0	0	0			1	1	0	1	10000		238	238	238		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m039	0	100	0	0	0			1	1	0	1	10000		239	239	239		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m040	0	100	0	0	0			1	1	0	1	10000		240	240	240		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m041	0	100	0	0	0			1	1	0	1	10000		241	241	241		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m042	0	100	0	0	0			1	1	0	1	10000		242	242	242		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m043	0	100	0	0	0			1	1	0	1	10000		243	243	243		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m044	0	100	0	0	0			1	1	0	1	10000		244	244	244		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m045	0	100	0	0	0			1	1	0	1	10000		245	245	245		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m046	0	100	0	0	0			1	1	0	1	10000		246	246	246		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m047	0	100	0	0	0			1	1	0	1	10000		247	247	247		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
m048	0	100	0	0	0			1	1	0	1	10000		248	248	248		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	imap		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ihmdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Small Charm	0	100	28	0	0			28	0	0	1	2000	45000	cm1	rld	cm1	901	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	scha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Large Charm	0	100	14	0	0			8	1	0	1	1000	38000	cm2	rda	cm2	902	16	1	2	0	0	0	flpchm2	invwnd		0	xxx			0	mcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Grand Charm	0	100	1	0	0			12	1	0	1	20000	32000	cm3	rgd	cm3	903	16	1	3	0	0	0	flpchm3	invsst		0	xxx			0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx						
Grand Effigy	0	100	1	0	0			12	0	0	1	20000	32000	cm4	cm4	cm4	904	16	1	4	0	0	0	flpchm3	invsst		0	xxx			0	lcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
unidentified elixir	0	100	1	0	0			4	1	0	1	20		ulx	ulx	ulx		16	1	1	0	0	0	flppot	invpot		0	xxx			0	nlix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ulxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Physical Elixir	1	100	0	0	0			1	1	0	1	25000		plx	plx	plx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	damagepercent	1000					1	plxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Poison Elixir	1	100	0	0	0			1	1	0	1	25000		pxx	pxx	pxx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	passive_pois_mastery	80					1	pxxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lightning Elixir	1	100	0	0	0			1	1	0	1	25000		ltx	ltx	ltx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	passive_ltng_mastery	80					1	ltxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fire Elixir	1	100	0	0	0			1	1	0	1	25000		flx	flx	flx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	passive_fire_mastery	80					1	flxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cold Elixir	1	100	0	0	0			1	1	0	1	25000		clx	clx	clx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	passive_cold_mastery	80					1	clxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Magic Elixir	1	100	0	0	0			1	1	0	1	25000		mgx	mgx	mgx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	dmgtoholy	140	dmgtounholy	140			1	mgxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lucky Elixir	1	100	0	0	0			1	1	0	1	25000		llx	llx	llx		16	1	1	0	0	0	flpwps	invwps		0	xxx			1	ilix		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	9	newpotion			45000	item_magicbonus	150					1	llxdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unidentified Catalyst	0	100	0	0	0			1	1	0	1	10000		uic	uic	uic		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	catu		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	uicdesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
cold catalyst	0	100	0	0	0			1	1	0	1	10000		ccl	ccl	ccl		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ccldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
fire catalyst	0	100	0	0	0			1	1	0	1	10000		fcl	fcl	fcl		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	fcldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
lightning catalyst	0	100	0	0	0			1	1	0	1	10000		lcl	lcl	lcl		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	lcldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
poison catalyst	0	100	0	0	0			1	1	0	1	10000		pcl	pcl	pcl		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	pcldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
magic catalyst	0	100	0	0	0			1	1	0	1	10000		mcl	mcl	mcl		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	mcldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
leeching catalyst	0	100	0	0	0			1	1	0	1	10000		bcl	bcl	bcl		16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	cata		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	bcldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
