name	*order	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Maiden Pike	286	aspe		am4	spr	am4	100		1	1	0	xxx						1	49	85			7	-10	100	100	147	130	180		38	1	30	2023	70621		905	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	4	0	3 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Maiden Javelin	287	ajav		am5	pil	am5	100		1	1	0	xxx			75	130					16	57	5	-10	100	100	134	125	180		32	1	25	48	15104		905	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5			1	2	0	primarily thrown	0	item_staff	12						item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Glowing Orb	288	orb		ob6	ob1	ob6	100		1	1	0	xxx			60	100							5	-10	100	100	147	130	180		46	1	36	804	44228	1	905	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Crystalline Globe	289	orb		ob7	ob1	ob7	100		1	1	0	xxx			70	110							5	-10	100	100	178	150	180		53	1	40	1689	83493	1	905	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Cloudy Sphere	290	orb		ob8	ob3	ob8	100		1	1	0	xxx			80	120							5	-10	100	100	187	150	180		59	1	45	2598	129518	1	905	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Sparkling Ball	291	orb		ob9	ob4	ob9	100		1	1	0	xxx			90	130							5	-10	100	100	187	150	180		67	1	51	3969	208074	1	905	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Swirling Crystal	292	orb		oba	ob4	oba	100		1	1	0	xxx			100	140							5	-10	100	100	214	200	180		73	1	55	6255	340250	1	905	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ashwood Bow	293	abow		am6	am1	am6	100		1	1	0	xxx						1	117	156			3	-10	100	100	178	150	180	1	56	1	43	7800	326200		905	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ceremonial Bow	294	abow		am7	am2	am7	100		1	1	0	xxx						1	137	176			3	0	100	100	214	200	180	1	68	1	52	11025	544175		905	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ceremonial Spear	295	aspe		am8	am3	am8	100		1	1	0	xxx						1	61	161			3	-10	100	100	187	150	180		62	1	48	5316	252588		905	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	4	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ceremonial Pike	296	aspe		am9	spr	am9	100		1	1	0	xxx						1	71	171			3	-10	100	100	214	200	180		74	1	57	6369	352819		905	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	4	0	3 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Ceremonial Javelin	297	ajav		ama	pil	ama	100		1	1	0	xxx			66	127					47	140	5	-10	100	100	178	150	180		50	1	39	444	35540		905	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5			1	2	0	primarily thrown	0	item_staff	12						item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Heavenly Stone	298	orb		obb	ob1	obb	100		1	1	0	xxx			160	178							3	-10	100	100	241	230	180		81	1	66	21051	1274009	1	905	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Eldritch Orb	299	orb		obc	ob1	obc	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	75	19367	1333589	1	905	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Demon Heart	300	orb		obd	ob3	obd	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		84	1	84	22094	1697050	1	905	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Vortex Orb	301	orb		obe	ob4	obe	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	91	25207	2161888	1	905	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Dimensional Shard	302	orb		obf	ob4	obf	100		1	1	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	91	20065	1750525	1	905	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12						item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Matriarchal Bow	303	abow		amb	am1	amb	100		1	1	0	xxx						1	117	156			3	-10	100	100	178	150	180	1	57	1	58	23700	1285100		905	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Grand Matron Bow	304	abow		amc	am2	amc	100		1	1	0	xxx						1	243	299			3	-10	100	100	267	245	180	1	84	1	87	33375	2644750		905	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	4	0		0	item_bow	12						item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Matriarchal Spear	305	aspe		amd	am3	amd	100		1	1	0	xxx						1	243	299			7	-10	100	100	267	245	180		84	1	67	16248	1024128		905	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	4	0	2 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Matriarchal Pike	306	aspe		ame	spr	ame	100		1	1	0	xxx						1	243	299			7	10	100	100	267	245	180		84	1	90	19407	1614967		905	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	4	0	3 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Matriarchal Javelin	307	ajav		amf	pil	amf	100		1	1	0	xxx			192	212					91	172	5	10	100	100	267	245	180		84	1	72	302	54630		905	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	100	100	flpam5	invam5			1	2	0	primarily thrown	0	item_staff	12						item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	1	xxx	xxx	1	0	
Ascendant Spear	308	aspe		uw1	pik	uw1	100		1	1	0	xxx						1	243	299			3	-10	100	100	214	200	180		87	1	91	6369	352819		905	uw1	uw1	uw1	2ht	2ht	5	2ht	2	4					flppik	invam4			1	4	0	3 square reach	0	item_staff	12						item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
Glorious Hammer	309	hamm		glh	mau	glh	100		1	1	0	xxx						1	243	299			3	-20	100	100	267	245	180		87	1	99	17821	1559785		905	glh	glh	glh	stf	stf	5	2hsl	2	3					flpgma	invgma			1	4	0		0	item_largemetalweapon	12						item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	1	xxx	xxx	1	0	
Flaming Orb	310	orb		obz	ob4	obz	100		1	0	0	xxx			170	190							3	-10	100	100	267	245	180		87	1	99	20065	1750525	1	905	obz	obz	obz	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	1	obzdesc				item_orb	1	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	1	xxx	xxx	1	0	
